for_sorting,lemma_la,lemma_mkh,gender_la,gender_modified,etymologies,sharedgrammaticalinfo,partofspeech_1,morphology_la,ka,en,ru,source
d,d-ett-d-alar2,დ-ეთთ-დ-ალარ2,,,,vi,,,"ფართხალი (ფართხალებს), ძგერა, აღელვება","pound, beat, be agitated","биться, волноваться","**დ-ეთთ-დ-ალარ2** გრდუვ. ფართხალი (ფართხალებს), ძგერა, აღელვება სრ. დ-ოთთ-დ-ალარ2"
d,d-ettar1,დ-ეთთარ1,,,,vt,,,"დახეთქება (დაახეთქებს), მიხლა, დარტყმა",strike,"ударять (о пол...), хлопать, бить","**დ-ეთთარ1** გრდმ. დახეთქება (დაახეთქებს), მიხლა, დარტყმა სრ. დ-იშ-დ-არ1"
d,d-ettar2,დ-ეთთარ2,,,,vt,,,წველა ([მო]წველის),milk,"доить, сдоить",**დ-ეთთარ2** გრდმ. წველა ([მო]წველის)
d,d-ettar3,დ-ეთთარ3,,,,vt,,,"ჩასხმა (ასხამს), ჩამოსხმა",pour,"отливать, вливать","**დ-ეთთარ3** ჩასხმა (ასხამს), ჩამოსხმა სრ. დ-ოთთარ3."
d,d-etxar,დ-ეთხარ,,,,vi,,,ატირება (ატირდება),"weep,  cry",заплакать,**დ-ეთხარ** გრდუვ. ატირება (ატირდება)უსრ. დ-ათხარ
d,d-etʼ-d-ar,დ-ეტ-დ-არ,,,,vt,,,"გადაყვანა (გადაჰყავს); ჭკუიდან შეშლა (ჭკუიდან შლის), გადარევა",take across; drive sb mad,переводить; сводить с ума,**დ-ეტ-დ-არ** გრდმ. 1. გადაყვანა (გადაჰყავს) 2. ჭკუიდან შეშლა (ჭკუიდან შეშლის) სრ. დ-ოტ-დ-არ
d,d-ex-d-ar grd.,დ-ეხ-დ-არ გრდ.,,,,,,,,,,"**დ-ეხ-დ-არ გრდ.** 1. ნგრევა (ანგრევს), შლა 2. ცვეთა (ცვეთს), დაჩლუნგება; სრ. დ-ოხ-დ-არ."
d,d-exar1,დ-ეხარ1,,,,vt,,,"თხოვნა (სთხოვს); ქალის თხოვა, დანიშვნა",ask; marry,просить; свататься,"**დ-ეხარ1**გრდმ. თხოვნა (სთხოვს)2. ქალის თხოვნა, დანიშვნა"
d,d-exar2,დ-ეხარ2,,,,vi,,,ნგრევა (ინგრევა); ცვეთა (ცვდება); დაჩლუნგება,"be destroyed; get blunt, be worn out","рушиться; нашиваться, тупиться",**დ-ეხარ2** გრდუვ. 1. ნგრევა (ინგრევა)2. ცვეთა (ცვდება); დაჩლუნგება; *სრ. დ-ოხარ*
d,d-exkʼ-d-alar1,დ-ეხკ-დ-ალარ1,,,,,,,,,,"**დ-ეხკ-დ-ალარ1**გრდუვ. 1. მიბმა (მიებმება), დაბმა (დაებმება);2. პირობის შეკვრა, პირობის დადება; უსრ. ახკ-დ-ალარ"
d,d-exkʼ-d-alar2,დ-ეხკ-დ-ალარ2,,,,,,,,,,**დ-ეხკ-დ-ალარ2** გრდუვ. გაყიდვა (იყიდება); სრ. დ-ო. ხკ-დ-ალარ.
d,d-exkʼ-d-ečar,დ-ეხკ-დ-ეჩარ,,,,,,,,,,"**დ-ეხკ-დ-ეჩარ**  გრდმ. დაუდევრად შეკვრა (შეკრავს), დაბმა"
d,d-exkʼ-d-ečinŏ,დ-ეხკ-დ-ეჩინო̆,,,,,,,,,,"**დ-ეხკ-დ-ეჩინო̆** მიმღ. დაუდევრად შეკრული, დაბმული"
d,d-exkʼar1,დ-ეხკარ1,,,,vt,,,"დაბმა, მიბმა (მიაბამს); შეკვრა (შეკრავს), მოკვრა (პირისა)",tie (up),,"**დ-ეხკარ1**გრდმ. 1. დაბმა, მიბმა (მიაბამს)2. შეკვრა (შეკრავს), მოკვრა (პირისა)*;* უსრ. ახკარ"
d,d-exkʼar2,დ-ეხკარ2,,,,vt,,,გაყიდვა (ყიდის),sell,продавать,**დ-ეხკარ2** გრდმ. გაყიდვა (ყიდის);სრ. დ-ოხკარ
d,d-exkʼar3,დ-ეხკარ3,,,,vt,,,,pl,,"**დ-ეხკარ3** გრდმ. 1. დაწყობა (აწყობს), დალაგება, დება 2. ჩაწყობა (აწყობს)"
d,d-exkʼujnĭ,დ-ეხკუჲნი̆,,,,,,,,,,**დ-ეხკუჲნი̆** მიმღ. გამყიდველი
d,d-ečʼar,დ-ეჭარ,,,,vt,,,ჩეჩვა (ჩეჩავს),card (wool),чесать (шерсть),**დ-ეჭარ** გრდმ. ჩეჩვა (ჩეჩავს)
d,d-ečʼinŏ,დ-ეჭინო̆,,,,,,,,,,**დ-ეჭინო̆** მიმღ. დაჩეჩილი
d,d-eħ-d-alar,დ-ეჰ’-დ-ალარ,,,,,,,,,,"**დ-ეჰ’-დ-ალარ** გრდუვ. მიპარვა (მიეპარება); გაპარვა, შეპარვა უსრ. აჰ’-დ-ალარ."
d,d-eħ-d-ar,დ-ეჰ’-დ-არ,,,,,,,,,,"**დ-ეჰ’-დ-არ** გრდმ. შეპარება (შეაპარებს), გაპარება უსრ. აჰ’-დ-არ"
d,d-eħar,დ-ეჰ’არ,,,,vt,,,მოპარვა,steal,"украсть, своровать",**დ-ეჰ’არ** გრდმ. მოპარვა უსრ. აჰ’არ1
d,d-ešar,დ-ეშარ,,,,vt,,,დაპირება (დაჰპირდება),promise,обещать,**დ-ეშარ** გრდმ. 1. დაპირება (დაჰპირდება);შდრ. დეშარ
d,d-eɁenŏ,დ-ეჸენო̆,,,,ptcp,,,"მოსული; შემოსული, მოწეული; მოსული, წარმოსადეგი; მოტანილი, წამოღებული",(having) come; ripened;,"пришедший; поспевший, спелый; рослый, видный; принесенный","**დ-ეჸენო̆** მიმღ. 1. მოსული 2. შემოსული, მოწეული 3. მოსული, 4. მოტანილი, წამოღებული"
d,d-ic-d-alar,დ-იც-დ-ალარ,,,,vi,,,დავიწყება ([და]ავიწყდება),forget,"забыть, забывать",**დ-იც-დ-ალარ** გრდუვ. დავიწყება ([და]ავიწყდება)
d,d-ic-d-ar,დ-იც-დ-არ,,,,,,,,,,**დ-იც-დ-არ** გრდმ. დავიწყება ([და]ივიწყებს)
d,d-iclarikʼ,დ-იცლარიკ,,,,,,,,,,**დ-იცლარიკ** გულმავიწყი
d,d-icʼ-d-aqar,დ-იწ-დ-აჴარ,,,,,,,,,,"**დ-იწ-დ-აჴარ** გრდმ. გაამპარტავნება ([გა]აამპარტავნებს), გაამაყება"
d,d-icʼ-d-aqqon,დ-იწ-დ-აჴჴონ,,,,,,,,,,"**დ-იწ-დ-აჴჴონ**მედიდური, ამაყი, ამპარტავანი; **დ-იწ-დ-აჴჴოჼ** *ხილ’არ გრდუვ. ამპარტავნობა;* **დ-იწ-დ-აჴჴუჲში̆** *ზმნს. მედიდურად, ამაყად*"
d,d-icʼ-d-aqqoⁿ,,,,,a,,,,proud,,
d,d-ijenŏ,დ-იჲენო̆,,,,,,,,,,"**დ-იჲენო̆** მიმღ. 1. გაკეთებული, შესრულებული 2. შობილი, გაჩენილი 3. მოქსოვილი"
d,d-ikʼar,დ-იკარ,,,,vt,,,"წაყვანა (წაიყვანს), გარეკვა, მირეკვა","drive, take along","уводить, увести, угонять, угнать","**დ-იკარ** გრდმ. წაყვანა (წაიყვანს), გარეკვა, მირეკვა"
d,d-ikʼitar,დ-იკითარ,,,,,,,,,,**დ-იკითარ** გრდმ. წაყვანინება
d,d-il-d-acʼiⁿ,დ-ილ-დ-აწიჼ,,,,,,,,,,"**დ-ილ-დ-აწიჼ** დაუბანელი, გაურეცხავი"
d,d-il-d-alar,,,,,vi,,,"ბანაობა (იბანავებს, ბანაობს), დაბანვა","bathe, take a bath","мыться, (вы)купаться",
d,d-il-d-ar,დ-ილ-დ-არ,,,,vt,,,გაბანება ([გა]აბანებს) დაბანა; რეცხვა (ჭურჭლისა),"wash, rinse","выкупать, мыть",**დ-ილ-დ-არ** გრდმ. გაბანება ([გა]აბანებს) დაბანა; რეცხვა (ჭურჭლისა)
d,d-il-d-ijenŏ,დ-ილ-დ-იჲენო̆,,,,ptcp,,,დაბანილი,washed,омытый,**დ-ილ-დ-იჲენო̆** მიმღ. დაბანილი
d,d-il-d-ujnĭ,დ-ილ-დ-უჲნი̆,,,,ptcp,,,"დასაბანი; დამბანი, მრეცხავი",to be washed; washer,"тот, кого надо купать; купающий, моющий","**დ-ილ-დ-უჲნი̆** მიმღ. 1. დასაბანი 2. დამბანი, მრეცხავი"
d,d-il-dalar,დ-ილ-დალარ,,,,,,,,,,"**დ-ილ-დალარ** გრდუვ. ბანაობა (იბანავებს, ბანაობს) დაბანვა"
d,d-illar,დ-ილლარ,,,,vt,,,"დადება; დადება, მისჯა; დადება (დაადებს ვალს), დაკისრება, შეწერა (ფულისა)","put; punish; charge, oblige, levy (taxes)","положить; наложить (взыскание), наказать, осудить; положить, обложить (налогом)","**დ-ილლარ** გრდმ. 1. დადება 2. დადება, მისჯა 3. დადება (დაადებს ვალს) დაკისრება, შეწერა (ფულისა) **დუჰ’ დილლარ** - გრდმ. შედგომა (შეუდგება საქმეს) დაწყება უსრ. დ-ებ-ლარ"
d,d-illenŏ,დ-ილლენო̆,,,,,,,,,,**დ-ილლენო̆** მიმღ. დადებული
d,d-is-d-irženŏ,დ-ის-დ-ირჟენო̆,,,,,,,,,,"**დ-ის-დ-ირჟენო̆** მიმღ. ნარჩენ-ნურჩენები, მონარჩენი"
d,d-isar,დ-ისარ,,,,vi,,,დარჩენა,remain,остаться,**დ-ისარ** გრდუვ. დარჩენა; უსრ. მეყარ
d,d-isenŏ,დ-ისენო̆,,,,,,,,,,"**დ-ისენო̆** მიმღ. დარჩენილი, ნარჩენი"
d,d-itar1,დ-ითარ1,,,,,,,,,,**დ-ითარ1** გრდმ. 1. გაკეთებინება (აკეთებინებს) 2. დაბადებინება 3. მოქსოვინება
d,d-itar2,დ-ითარ2,,,,vt,,,დატოვება (დატოვებს); დანარჩუნება; დათმობა,"leave, let","оставить, уступить","**დ-ითარ2** გრდმ. დატოვება (დატოვებს), დანარჩუნება, დათმობა"
d,d-itenŏ,დ-ითენო̆,,,,,,,,,,**დ-ითენო̆** მიმღ. დატოვებული
d,d-itt-d-alar,დ-ითთ-დ-ალარ,,,,,,,,,,**დ-ითთ-დ-ალარ** გრდუვ. ბანაობა
d,"d-itt-d-alinŏ, d-itt-d-ajlnŏ","დ-ითთ-დ-ალინო̆, დ-ითთ-დ-აჲლნო̆",,,,,,,,,,"**დ-ითთ-დ-ალინო̆, დ-ითთ-დ-აჲლნო̆** დაბანილი, გაბანილი"
d,d-ittar,დ-ითთარ,,,,vt,,,[გა]რეცხვა ([გა]რეცხვას),wash,(по)стирать,**დ-ითთარ** გრდმ. [გა]რეცხვა ([გა]რეცხავს)
d,d-ittcʼin,დ-ითთწინ,,,,,,,,,,**დ-ითთწინ**გაურეცხავი
d,d-ittenŏ,დ-ითთენო̆,,,,,,,,,,"**დ-ითთენო̆** მიმღ. გარეცხილი, ნარეცხი"
d,d-ittujnĭ,დ-ითთუჲნი̆,,,,,,,,,,"**დ-ითთუჲნი̆** მიმღ. 1. გასარეცხი, სარეცხი 2 [გა]მრეცხავი"
d,d-itujnĭ,,,,,ptcp,,,"დასატოვებელი, მოსათმენი, დასათმობი","to be left, yielded, suffered","то, что нужно оставить, то, что нужно уступить, терпеть",
d,d-itujnĭ1,დ-ითუჲნი̆1,,,,,,,,,,"**დ-ითუჲნი̆1**მიმღ. დასატოვებელი, მოსათმენი, დასათმობი"
